transaction_id,customer_id,account_id,transaction_timestamp,transaction_amount,transaction_type,merchant_id,merchant_name,merchant_city,merchant_state,merchant_zip,merchant_country,mcc_group,mer_sic,currency,card_present,entry_mode,device_used,ip_address,is_fraud,fraud_type
TXN0004749,CUST00047,ACC000047,2024-08-28 15:12:34,229.61,Cash Advance,MER00041,Howard-Dyer,Edwardchester,MP,89059,US,Retail_General,Book Store,USD,True,Swipe,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004750,CUST00047,ACC000047,2024-06-19 05:14:16,15.24,Cash Advance,MER00064,"Pierce, Sanders and Yoder",Scottmouth,NE,63945,US,High_Risk,Crypto Exchange,USD,True,Chip,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004751,CUST00047,ACC000047,2024-07-19 13:15:15,50.47,ATM Withdrawal,MER00073,Garcia-Sanchez,Brownside,ME,21430,US,Cash_Like,Money Order,USD,True,Chip,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004752,CUST00047,ACC000047,2024-12-29 07:52:38,113.0,Cash Advance,MER00028,"Edwards, Moore and Valencia",Kennedyhaven,NJ,01100,US,Utilities_Services,Phone Bill,USD,True,Swipe,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004753,CUST00047,ACC000047,2024-07-02 04:54:21,373.87,Cash Advance,MER00035,Nelson-Kramer,Elizabethtown,IA,74193,US,Utilities_Services,Restaurant,USD,True,Chip,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004754,CUST00047,ACC000047,2024-12-24 01:36:16,368.3,Purchase,MER00043,Walker-Lee,Michaelmouth,CO,34519,US,High_Risk,Crypto Exchange,USD,True,Swipe,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004755,CUST00047,ACC000047,2024-07-08 11:00:02,392.53,Purchase,MER00014,"Padilla, White and Gould",Baileymouth,AR,82612,US,High_Risk,Online Gambling,USD,False,E-commerce,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004756,CUST00047,ACC000047,2024-11-11 11:15:52,979.87,Deposit,MER00007,"Rangel, Guzman and Mcclain",South Kellyshire,IA,42180,CA,Travel,Cruise Line,USD,True,Chip,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004757,CUST00047,ACC000047,2024-07-07 16:11:14,125.39,Online Transfer,MER00059,"Rosales, Harris and Evans",Andradestad,IN,11583,US,Cash_Like,Prepaid Card Load,USD,False,E-commerce,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004758,CUST00047,ACC000047,2024-08-23 01:54:08,93.84,Cash Advance,MER00001,Holland-Todd,South Lisachester,NJ,90951,CA,Retail_General,Book Store,USD,True,Contactless,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004759,CUST00047,ACC000047,2024-07-23 22:57:37,412.08,Online Transfer,MER00075,"Singh, Jennings and Jones",Millschester,IN,54939,CA,Financial_Services,Loan Payment,USD,True,Contactless,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004760,CUST00047,ACC000047,2024-09-30 21:49:30,287.01,Deposit,MER00061,Thomas-Richards,Jacobsfurt,MH,45030,CA,Utilities_Services,Restaurant,USD,True,Chip,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004761,CUST00047,ACC000047,2024-07-21 15:27:23,36.14,Purchase,MER00090,Dixon-Rodriguez,Mooneychester,IL,54982,US,Financial_Services,Loan Payment,USD,False,E-commerce,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004762,CUST00047,ACC000047,2024-06-02 16:10:57,392.47,Cash Advance,MER00060,Jennings and Sons,Webbville,MD,02571,US,Travel,Car Rental,USD,False,E-commerce,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004763,CUST00047,ACC000047,2024-09-01 07:51:38,154.2,Cash Advance,MER00044,"Sherman, Davila and Yates",New Jesseville,CO,62974,CA,Utilities_Services,Restaurant,USD,False,E-commerce,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004764,CUST00047,ACC000047,2024-09-25 18:41:22,199.2,Online Transfer,MER00072,"Wagner, Williams and Oneal",South Gerald,AR,98849,US,Retail_Specialty,Sporting Goods,USD,False,E-commerce,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004765,CUST00047,ACC000047,2024-07-25 20:22:35,-108.47,Refund,MER00048,"Stewart, Alvarez and Richmond",Port Ronald,FM,13805,CA,Retail_General,Grocery Store,USD,True,Swipe,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004766,CUST00047,ACC000047,2024-09-05 06:49:42,-72.95,Refund,MER00008,"Nichols, Taylor and Peterson",Castilloberg,NE,42800,CA,Travel,Car Rental,USD,False,E-commerce,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004767,CUST00047,ACC000047,2024-10-07 02:20:29,690.94,Deposit,MER00088,Blackwell-Thompson,Harrisborough,AL,39410,CA,Travel,Car Rental,USD,True,Chip,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004768,CUST00047,ACC000047,2024-07-20 00:16:54,181.4,Online Transfer,MER00057,Wang-Alexander,Lopezland,DE,94654,CA,Financial_Services,Bank Fees,USD,True,Chip,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004769,CUST00047,ACC000047,2024-10-18 13:22:50,138.7,ATM Withdrawal,MER00058,Carter-Johnson,Courtneyborough,MH,11652,CA,Retail_Specialty,Sporting Goods,USD,True,Chip,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004770,CUST00047,ACC000047,2024-09-14 15:31:56,1888.9,Deposit,MER00001,Holland-Todd,South Lisachester,NJ,90951,CA,Retail_General,Book Store,USD,True,Chip,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004771,CUST00047,ACC000047,2024-05-26 22:11:29,36.22,ATM Withdrawal,MER00009,"Huff, James and Johnson",New Mike,WA,70257,US,Travel,Cruise Line,USD,True,Chip,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004772,CUST00047,ACC000047,2024-07-15 14:05:47,121.38,Purchase,MER00066,Ramos LLC,Melissaland,MN,26256,US,Retail_General,Grocery Store,USD,False,E-commerce,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004773,CUST00047,ACC000047,2024-11-16 14:41:32,397.21,Bill Pay,MER00003,"Cochran, Robinson and Mcintosh",Gardnerstad,AK,12006,CA,Cash_Like,Prepaid Card Load,USD,False,E-commerce,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004774,CUST00047,ACC000047,2024-09-11 18:29:04,208.85,Online Transfer,MER00095,"Schneider, Olson and Brown",Carmenview,CA,06226,CA,Travel,Hotel,USD,False,E-commerce,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004775,CUST00047,ACC000047,2024-12-27 09:36:51,252.0,Purchase,MER00062,Browning and Sons,New Daniel,NE,19015,CA,Financial_Services,Investment Broker,USD,True,Contactless,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004776,CUST00047,ACC000047,2024-06-18 23:50:28,460.98,Purchase,MER00089,"Rodriguez, Trujillo and Butler",Lake Kennethville,MN,24823,CA,Retail_General,Book Store,USD,False,E-commerce,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004777,CUST00047,ACC000047,2024-11-09 22:14:52,124.15,ATM Withdrawal,MER00075,"Singh, Jennings and Jones",Millschester,IN,54939,CA,Financial_Services,Loan Payment,USD,True,Chip,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004778,CUST00047,ACC000047,2024-11-04 02:37:20,383.67,Bill Pay,MER00066,Ramos LLC,Melissaland,MN,26256,US,Retail_General,Grocery Store,USD,False,E-commerce,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004779,CUST00047,ACC000047,2024-08-01 19:42:48,1283.9,Deposit,MER00000,"Archer, Burgess and Taylor",Obrienfort,MT,96635,CA,Travel,Hotel,USD,True,Chip,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004780,CUST00047,ACC000047,2024-09-24 02:59:38,306.92,Cash Advance,MER00058,Carter-Johnson,Courtneyborough,MH,11652,CA,Retail_Specialty,Sporting Goods,USD,True,Contactless,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004781,CUST00047,ACC000047,2024-06-11 03:23:54,518.12,Online Transfer,MER00085,Harmon Group,Stephenstown,MN,48139,US,Retail_General,Grocery Store,USD,False,E-commerce,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004782,CUST00047,ACC000047,2024-09-18 15:44:45,498.85,Cash Advance,MER00072,"Wagner, Williams and Oneal",South Gerald,AR,98849,US,Retail_Specialty,Sporting Goods,USD,False,E-commerce,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004783,CUST00047,ACC000047,2024-09-02 19:42:31,485.2,Cash Advance,MER00021,Harrison Ltd,Virginiamouth,NM,90990,US,Retail_General,Grocery Store,USD,False,E-commerce,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004784,CUST00047,ACC000047,2024-09-21 07:51:39,241.67,Bill Pay,MER00000,"Archer, Burgess and Taylor",Obrienfort,MT,96635,CA,Travel,Hotel,USD,True,Chip,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004785,CUST00047,ACC000047,2024-11-16 20:11:54,175.56,Purchase,MER00057,Wang-Alexander,Lopezland,DE,94654,CA,Financial_Services,Bank Fees,USD,False,E-commerce,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004786,CUST00047,ACC000047,2024-07-29 23:27:46,299.37,Bill Pay,MER00049,Mullins Inc,Aliciahaven,WY,86353,US,Retail_Specialty,Sporting Goods,USD,True,Contactless,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004787,CUST00047,ACC000047,2024-11-22 07:13:47,111.41,Cash Advance,MER00058,Carter-Johnson,Courtneyborough,MH,11652,CA,Retail_Specialty,Sporting Goods,USD,True,Swipe,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004788,CUST00047,ACC000047,2024-10-19 15:40:40,143.39,Bill Pay,MER00021,Harrison Ltd,Virginiamouth,NM,90990,US,Retail_General,Grocery Store,USD,False,E-commerce,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004789,CUST00047,ACC000047,2024-07-14 17:53:06,388.87,Bill Pay,MER00051,Smith and Sons,Stephaniechester,WA,65259,CA,Travel,Car Rental,USD,False,E-commerce,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004790,CUST00047,ACC000047,2024-11-08 08:28:14,-129.32,Refund,MER00050,Myers-Smith,South Ashleyland,PA,57056,CA,Retail_General,Book Store,USD,True,Chip,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004791,CUST00047,ACC000047,2024-06-06 16:15:25,-132.21,Refund,MER00089,"Rodriguez, Trujillo and Butler",Lake Kennethville,MN,24823,CA,Retail_General,Book Store,USD,False,E-commerce,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004792,CUST00047,ACC000047,2024-08-24 18:03:43,383.27,Bill Pay,MER00048,"Stewart, Alvarez and Richmond",Port Ronald,FM,13805,CA,Retail_General,Grocery Store,USD,False,E-commerce,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004793,CUST00047,ACC000047,2024-10-12 11:05:13,119.56,ATM Withdrawal,MER00063,"Mendez, Manning and Simon",Perezberg,GA,13339,US,Financial_Services,Loan Payment,USD,True,Chip,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004794,CUST00047,ACC000047,2024-08-30 15:20:07,366.26,Online Transfer,MER00060,Jennings and Sons,Webbville,MD,02571,US,Travel,Car Rental,USD,True,Chip,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004795,CUST00047,ACC000047,2024-10-08 13:55:51,408.35,Bill Pay,MER00049,Mullins Inc,Aliciahaven,WY,86353,US,Retail_Specialty,Sporting Goods,USD,True,Contactless,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004796,CUST00047,ACC000047,2024-11-03 07:44:38,185.6,Cash Advance,MER00033,Ellis LLC,Port Carrie,ID,74837,CA,Financial_Services,Investment Broker,USD,False,E-commerce,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004797,CUST00047,ACC000047,2024-10-16 03:29:15,652.67,Online Transfer,MER00037,Rhodes Ltd,West Victoriatown,TN,24748,US,Retail_Specialty,Jewelry Store,USD,True,Chip,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004798,CUST00047,ACC000047,2024-12-24 12:04:36,60.96,Purchase,MER00077,Burke-Owens,Deborahchester,NJ,24642,CA,High_Risk,Dating Service,USD,True,Contactless,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004799,CUST00047,ACC000047,2024-11-23 06:12:09,-160.54,Refund,MER00061,Thomas-Richards,Jacobsfurt,MH,45030,CA,Utilities_Services,Restaurant,USD,True,Swipe,4bc28fd9550b6a36,192.168.1.17,False,
TXN0004800,CUST00048,ACC000048,2023-01-24 11:35:39,54.15,Purchase,MER00082,Fisher-Kennedy,Cooperfurt,GU,15559,US,Travel,Airline,USD,False,E-commerce,fcccdd283444e0db,192.168.4.142,False,
TXN0004801,CUST00048,ACC000048,2024-09-28 19:48:59,62.02,Purchase,MER00057,Wang-Alexander,Lopezland,DE,94654,CA,Financial_Services,Bank Fees,USD,True,Swipe,fcccdd283444e0db,192.168.4.142,False,
TXN0004802,CUST00048,ACC000048,2024-03-14 01:22:02,266.52,Cash Advance,MER00022,Roman LLC,Peterstad,MH,53979,CA,Utilities_Services,Mechanic,USD,False,E-commerce,fcccdd283444e0db,192.168.4.142,False,
TXN0004803,CUST00048,ACC000048,2024-07-30 08:46:47,83.66,ATM Withdrawal,MER00013,"Patterson, Brown and Pearson",North Jenniferburgh,KS,35860,CA,Travel,Car Rental,USD,True,Chip,fcccdd283444e0db,192.168.4.142,False,
TXN0004804,CUST00048,ACC000048,2021-09-12 06:18:29,748.47,Deposit,MER00087,Robinson Ltd,Elizabethland,ME,39445,CA,Retail_General,Book Store,USD,True,Chip,fcccdd283444e0db,192.168.4.142,False,
TXN0004805,CUST00048,ACC000048,2024-09-26 17:42:50,-74.2,Refund,MER00059,"Rosales, Harris and Evans",Andradestad,IN,11583,US,Cash_Like,Prepaid Card Load,USD,True,Swipe,fcccdd283444e0db,192.168.4.142,False,
TXN0004806,CUST00048,ACC000048,2021-11-15 18:50:03,1293.3,Deposit,MER00081,"Watson, Hubbard and Khan",New Josephport,MN,34519,US,Utilities_Services,Electric Bill,USD,True,Chip,fcccdd283444e0db,192.168.4.142,False,
TXN0004807,CUST00048,ACC000048,2024-10-14 21:07:48,310.64,Bill Pay,MER00077,Burke-Owens,Deborahchester,NJ,24642,CA,High_Risk,Dating Service,USD,True,Chip,fcccdd283444e0db,192.168.4.142,False,
TXN0004808,CUST00048,ACC000048,2024-09-21 05:19:08,188.47,Cash Advance,MER00012,Solis-Ferguson,Millerville,MP,40919,US,High_Risk,Dating Service,USD,True,Contactless,fcccdd283444e0db,192.168.4.142,False,
TXN0004809,CUST00048,ACC000048,2023-08-01 15:48:23,171.13,Deposit,MER00077,Burke-Owens,Deborahchester,NJ,24642,CA,High_Risk,Dating Service,USD,True,Chip,fcccdd283444e0db,192.168.4.142,False,
TXN0004810,CUST00048,ACC000048,2022-04-09 02:40:50,45.05,ATM Withdrawal,MER00093,Weaver-Tucker,South Jessica,UT,10823,CA,Utilities_Services,Water Bill,USD,True,Chip,fcccdd283444e0db,192.168.4.142,False,
TXN0004811,CUST00048,ACC000048,2021-12-21 23:18:55,141.92,ATM Withdrawal,MER00028,"Edwards, Moore and Valencia",Kennedyhaven,NJ,01100,US,Utilities_Services,Phone Bill,USD,True,Chip,fcccdd283444e0db,192.168.4.142,False,
TXN0004812,CUST00048,ACC000048,2022-09-14 16:29:01,920.61,Deposit,MER00075,"Singh, Jennings and Jones",Millschester,IN,54939,CA,Financial_Services,Loan Payment,USD,True,Chip,fcccdd283444e0db,192.168.4.142,False,
TXN0004813,CUST00048,ACC000048,2023-09-09 08:30:46,170.16,ATM Withdrawal,MER00063,"Mendez, Manning and Simon",Perezberg,GA,13339,US,Financial_Services,Loan Payment,USD,True,Chip,fcccdd283444e0db,192.168.4.142,False,
TXN0004815,CUST00048,ACC000048,2022-10-16 01:39:02,-131.86,Refund,MER00082,Fisher-Kennedy,Cooperfurt,GU,15559,US,Travel,Airline,USD,True,Swipe,fcccdd283444e0db,192.168.4.142,False,
TXN0004816,CUST00048,ACC000048,2022-01-23 21:35:25,374.57,Purchase,MER00077,Burke-Owens,Deborahchester,NJ,24642,CA,High_Risk,Dating Service,USD,False,E-commerce,fcccdd283444e0db,192.168.4.142,False,
TXN0004818,CUST00048,ACC000048,2021-05-07 18:42:04,858.0,Online Transfer,MER00098,Herrera Group,Pearsonfort,MA,89255,US,Cash_Like,ATM,USD,True,Swipe,fcccdd283444e0db,192.168.4.142,False,
TXN0004819,CUST00048,ACC000048,2024-01-31 08:32:27,259.7,Online Transfer,MER00012,Solis-Ferguson,Millerville,MP,40919,US,High_Risk,Dating Service,USD,False,E-commerce,fcccdd283444e0db,192.168.4.142,False,
TXN0004820,CUST00048,ACC000048,2023-11-13 05:12:31,132.35,Cash Advance,MER00041,Howard-Dyer,Edwardchester,MP,89059,US,Retail_General,Book Store,USD,False,E-commerce,fcccdd283444e0db,192.168.4.142,False,
TXN0004821,CUST00048,ACC000048,2024-10-17 09:47:08,144.24,Purchase,MER00043,Walker-Lee,Michaelmouth,CO,34519,US,High_Risk,Crypto Exchange,USD,True,Contactless,fcccdd283444e0db,192.168.4.142,False,
TXN0004822,CUST00048,ACC000048,2024-02-19 18:25:07,151.01,ATM Withdrawal,MER00077,Burke-Owens,Deborahchester,NJ,24642,CA,High_Risk,Dating Service,USD,True,Chip,fcccdd283444e0db,192.168.4.142,False,
TXN0004823,CUST00048,ACC000048,2023-02-17 09:46:56,177.65,Online Transfer,MER00070,Williams-Wong,West Alanborough,KY,53989,CA,Retail_Specialty,Jewelry Store,USD,False,E-commerce,fcccdd283444e0db,192.168.4.142,False,
TXN0004824,CUST00048,ACC000048,2024-11-16 23:06:59,387.98,Online Transfer,MER00071,"Norris, Shelton and Evans",New Jenniferberg,IA,56070,CA,Financial_Services,Investment Broker,USD,False,E-commerce,fcccdd283444e0db,192.168.4.142,False,
TXN0004825,CUST00048,ACC000048,2023-10-23 01:19:38,287.67,Bill Pay,MER00024,Brewer-King,Jefferymouth,VA,09097,CA,Utilities_Services,Phone Bill,USD,False,E-commerce,fcccdd283444e0db,192.168.4.142,False,
TXN0004826,CUST00048,ACC000048,2023-02-03 23:11:02,532.88,Online Transfer,MER00021,Harrison Ltd,Virginiamouth,NM,90990,US,Retail_General,Grocery Store,USD,False,E-commerce,fcccdd283444e0db,192.168.4.142,False,
TXN0004827,CUST00048,ACC000048,2024-06-03 12:11:28,85.16,Cash Advance,MER00007,"Rangel, Guzman and Mcclain",South Kellyshire,IA,42180,CA,Travel,Cruise Line,USD,False,E-commerce,fcccdd283444e0db,192.168.4.142,False,
TXN0004828,CUST00048,ACC000048,2022-06-08 10:21:15,305.53,Cash Advance,MER00069,"Bentley, Little and Gilmore",New Leslie,MO,59822,CA,Financial_Services,Loan Payment,USD,True,Chip,fcccdd283444e0db,192.168.4.142,False,
TXN0004829,CUST00048,ACC000048,2024-12-14 03:07:36,147.43,Cash Advance,MER00037,Rhodes Ltd,West Victoriatown,TN,24748,US,Retail_Specialty,Jewelry Store,USD,False,E-commerce,fcccdd283444e0db,192.168.4.142,False,
TXN0004830,CUST00048,ACC000048,2023-12-16 21:11:04,668.67,Online Transfer,MER00040,"Hardy, Garcia and Thomas",Barbaraview,VI,22372,CA,Travel,Car Rental,USD,False,E-commerce,fcccdd283444e0db,192.168.4.142,False,
TXN0004831,CUST00048,ACC000048,2021-08-29 03:47:34,15.56,Purchase,MER00047,Wright LLC,Davisberg,PR,11887,CA,Travel,Hotel,USD,True,Swipe,fcccdd283444e0db,192.168.4.142,False,
TXN0004832,CUST00048,ACC000048,2023-09-21 06:26:22,280.98,Deposit,MER00092,"Dixon, Webb and Johnson",Arnoldbury,AL,04211,CA,Retail_General,Pharmacy,USD,True,Chip,fcccdd283444e0db,192.168.4.142,False,
TXN0004833,CUST00048,ACC000048,2022-11-29 02:18:29,595.54,Deposit,MER00019,Cruz Inc,Port Stephanieborough,AK,18340,US,High_Risk,Dating Service,USD,True,Chip,fcccdd283444e0db,192.168.4.142,False,
TXN0004834,CUST00048,ACC000048,2024-02-27 20:31:59,326.21,Cash Advance,MER00078,Williams LLC,North Jonathan,VT,13571,US,Travel,Car Rental,USD,False,E-commerce,fcccdd283444e0db,192.168.4.142,False,
TXN0004835,CUST00048,ACC000048,2022-11-20 19:18:15,-82.25,Refund,MER00059,"Rosales, Harris and Evans",Andradestad,IN,11583,US,Cash_Like,Prepaid Card Load,USD,True,Contactless,fcccdd283444e0db,192.168.4.142,False,
TXN0004836,CUST00048,ACC000048,2022-11-06 17:11:06,1580.67,Deposit,MER00097,Anderson and Sons,Timothyhaven,ID,03177,US,Travel,Car Rental,USD,True,Chip,fcccdd283444e0db,192.168.4.142,False,
TXN0004837,CUST00048,ACC000048,2022-06-15 16:36:33,124.41,Cash Advance,MER00090,Dixon-Rodriguez,Mooneychester,IL,54982,US,Financial_Services,Loan Payment,USD,True,Chip,fcccdd283444e0db,192.168.4.142,False,
TXN0004838,CUST00048,ACC000048,2024-03-09 23:00:15,-34.29,Refund,MER00095,"Schneider, Olson and Brown",Carmenview,CA,06226,CA,Travel,Hotel,USD,False,E-commerce,fcccdd283444e0db,192.168.4.142,False,
TXN0004839,CUST00048,ACC000048,2024-02-26 19:19:40,615.1,Online Transfer,MER00036,Brown and Sons,Angiestad,DE,46946,US,Travel,Hotel,USD,True,Contactless,fcccdd283444e0db,192.168.4.142,False,
TXN0004840,CUST00048,ACC000048,2022-08-02 13:59:06,238.13,Bill Pay,MER00087,Robinson Ltd,Elizabethland,ME,39445,CA,Retail_General,Book Store,USD,False,E-commerce,fcccdd283444e0db,192.168.4.142,False,
TXN0004841,CUST00048,ACC000048,2023-11-10 00:02:38,-43.39,Refund,MER00021,Harrison Ltd,Virginiamouth,NM,90990,US,Retail_General,Grocery Store,USD,False,E-commerce,fcccdd283444e0db,192.168.4.142,False,
TXN0004842,CUST00048,ACC000048,2021-09-08 15:04:16,733.42,Online Transfer,MER00051,Smith and Sons,Stephaniechester,WA,65259,CA,Travel,Car Rental,USD,False,E-commerce,fcccdd283444e0db,192.168.4.142,False,
TXN0004843,CUST00048,ACC000048,2024-06-12 04:01:43,65.89,Purchase,MER00018,Perez and Sons,Jacobsville,SC,74005,CA,Cash_Like,Prepaid Card Load,USD,True,Contactless,fcccdd283444e0db,192.168.4.142,False,
TXN0004844,CUST00048,ACC000048,2024-06-23 17:09:15,35.94,Purchase,MER00026,"Brennan, Hunter and Buchanan",Lake Shelby,MI,86341,CA,Financial_Services,Investment Broker,USD,False,E-commerce,fcccdd283444e0db,192.168.4.142,False,
TXN0004845,CUST00048,ACC000048,2021-07-14 09:34:19,118.99,Bill Pay,MER00022,Roman LLC,Peterstad,MH,53979,CA,Utilities_Services,Mechanic,USD,True,Swipe,fcccdd283444e0db,192.168.4.142,False,
TXN0004846,CUST00048,ACC000048,2021-08-14 16:43:27,650.38,Online Transfer,MER00071,"Norris, Shelton and Evans",New Jenniferberg,IA,56070,CA,Financial_Services,Investment Broker,USD,True,Swipe,fcccdd283444e0db,192.168.4.142,False,
TXN0004847,CUST00048,ACC000048,2021-05-20 10:34:37,343.57,Online Transfer,MER00043,Walker-Lee,Michaelmouth,CO,34519,US,High_Risk,Crypto Exchange,USD,True,Contactless,fcccdd283444e0db,192.168.4.142,False,
TXN0004848,CUST00048,ACC000048,2023-02-14 16:32:01,942.34,Deposit,MER00001,Holland-Todd,South Lisachester,NJ,90951,CA,Retail_General,Book Store,USD,True,Chip,fcccdd283444e0db,192.168.4.142,False,
TXN0004849,CUST00048,ACC000048,2022-05-23 18:50:15,-50.99,Refund,MER00002,Hicks Group,Kaneberg,TN,70070,CA,Cash_Like,Money Order,USD,True,Chip,fcccdd283444e0db,192.168.4.142,False,
TXN0004850,CUST00048,ACC000048,2024-11-25 19:44:11,314.68,Online Transfer,MER00067,King LLC,North Lisaburgh,AL,17662,US,Utilities_Services,Electric Bill,USD,True,Swipe,fcccdd283444e0db,192.168.4.142,False,
TXN0004851,CUST00048,ACC000048,2022-11-09 23:34:03,107.1,ATM Withdrawal,MER00041,Howard-Dyer,Edwardchester,MP,89059,US,Retail_General,Book Store,USD,True,Chip,fcccdd283444e0db,192.168.4.142,False,
TXN0004852,CUST00048,ACC000048,2024-05-11 02:06:25,789.81,Online Transfer,MER00035,Nelson-Kramer,Elizabethtown,IA,74193,US,Utilities_Services,Restaurant,USD,True,Swipe,fcccdd283444e0db,192.168.4.142,False,
TXN0004853,CUST00048,ACC000048,2021-05-14 01:48:24,81.33,Cash Advance,MER00094,Ray-White,Port Stephanie,PA,15392,US,Travel,Airline,USD,True,Contactless,fcccdd283444e0db,192.168.4.142,False,
TXN0004854,CUST00048,ACC000048,2022-10-21 12:47:22,-147.25,Refund,MER00081,"Watson, Hubbard and Khan",New Josephport,MN,34519,US,Utilities_Services,Electric Bill,USD,False,E-commerce,fcccdd283444e0db,192.168.4.142,False,
TXN0004855,CUST00048,ACC000048,2023-05-23 08:59:28,709.91,Online Transfer,MER00068,"Bennett, Roman and Sanchez",Peterston,FM,28425,CA,Financial_Services,Investment Broker,USD,False,E-commerce,fcccdd283444e0db,192.168.4.142,False,
TXN0004856,CUST00048,ACC000048,2022-06-03 10:28:03,160.67,Purchase,MER00092,"Dixon, Webb and Johnson",Arnoldbury,AL,04211,CA,Retail_General,Pharmacy,USD,False,E-commerce,fcccdd283444e0db,192.168.4.142,False,
TXN0004857,CUST00048,ACC000048,2023-10-24 02:16:55,42.63,Bill Pay,MER00055,"Hernandez, Thomas and Franklin",South Kenneth,AZ,89567,CA,Travel,Hotel,USD,False,E-commerce,fcccdd283444e0db,192.168.4.142,False,
TXN0004858,CUST00048,ACC000048,2024-09-05 00:23:18,-16.86,Refund,MER00036,Brown and Sons,Angiestad,DE,46946,US,Travel,Hotel,USD,False,E-commerce,fcccdd283444e0db,192.168.4.142,False,
TXN0004859,CUST00048,ACC000048,2022-08-12 07:40:32,1383.93,Deposit,MER00098,Herrera Group,Pearsonfort,MA,89255,US,Cash_Like,ATM,USD,True,Chip,fcccdd283444e0db,192.168.4.142,False,
TXN0004860,CUST00048,ACC000048,2023-05-04 23:50:38,751.32,Online Transfer,MER00005,White Group,Wallacehaven,AL,75195,CA,Retail_General,Department Store,USD,False,E-commerce,fcccdd283444e0db,192.168.4.142,False,
TXN0004861,CUST00048,ACC000048,2023-06-03 06:38:59,141.27,Cash Advance,MER00001,Holland-Todd,South Lisachester,NJ,90951,CA,Retail_General,Book Store,USD,True,Swipe,fcccdd283444e0db,192.168.4.142,False,
TXN0004862,CUST00048,ACC000048,2022-03-25 17:13:46,288.07,Cash Advance,MER00012,Solis-Ferguson,Millerville,MP,40919,US,High_Risk,Dating Service,USD,True,Chip,fcccdd283444e0db,192.168.4.142,False,
TXN0004863,CUST00048,ACC000048,2024-04-09 17:11:08,48.14,Purchase,MER00053,Rocha Ltd,Alexanderville,HI,28722,US,Retail_Specialty,Electronics Store,USD,False,E-commerce,fcccdd283444e0db,192.168.4.142,False,
TXN0004864,CUST00048,ACC000048,2024-03-26 14:56:32,-70.37,Refund,MER00002,Hicks Group,Kaneberg,TN,70070,CA,Cash_Like,Money Order,USD,True,Chip,fcccdd283444e0db,192.168.4.142,False,
TXN0004865,CUST00048,ACC000048,2022-08-29 22:27:32,-28.88,Refund,MER00042,Escobar-Drake,Danielton,NC,48142,CA,Cash_Like,Prepaid Card Load,USD,True,Swipe,fcccdd283444e0db,192.168.4.142,False,
